Date,Game Mode,Match Mode,Turns,Duration,Victory Type,Local Outcome,Plains,Forests,Dungeons,Mountains,Settlements,Swamps,StoneCircles,P1 Steam ID,P1 Init Type,P1 End Type,P1 Hero,P1 Hero Skin,P1 Dice Skin,P1 Amulet,P1 Ring,P1 Fight,P1 Health,P1 Body,P1 Wits,P1 Spirit,P1 Gold,P1 Magic,P1 Prestige,P1 Rot,P2 Steam ID,P2 Init Type,P2 End Type,P2 Hero,P2 Hero Skin,P2 Dice Skin,P2 Amulet,P2 Ring,P2 Fight,P2 Health,P2 Body,P2 Wits,P2 Spirit,P2 Gold,P2 Magic,P2 Prestige,P2 Rot,P3 Steam ID,P3 Init Type,P3 End Type,P3 Hero,P3 Hero Skin,P3 Dice Skin,P3 Amulet,P3 Ring,P3 Fight,P3 Health,P3 Body,P3 Wits,P3 Spirit,P3 Gold,P3 Magic,P3 Prestige,P3 Rot,P4 Steam ID,P4 Init Type,P4 End Type,P4 Hero,P4 Hero Skin,P4 Dice Skin,P4 Amulet,P4 Ring,P4 Fight,P4 Health,P4 Body,P4 Wits,P4 Spirit,P4 Gold,P4 Magic,P4 Prestige,P4 Rot
2019-10-18 22:12:38,FuryFriday,Public,6,29.89,None,DidNotFinish,18,13,6,6,6,7,4,,Local,,Scarlet,Classic,Wolf Clan Dice,Think,Black Opal,4 4 4 4 4 5,5 4 3 5 5 4,5 5 5 5 5 5,5 5 5 5 5 5,3 4 4 4 4 4,5 5 7 7 7 7,3 0 0 4 1 0,0 2 2 1 1 2,1 2 2 2 2 2,,Remote,,Griotte,Classic,Pride's Destiny,Soak,Cat's Eye,4 4 4 4 5 5,3 5 5 5 4 5,5 5 5 5 5 5,5 7 7 7 7 7,3 3 3 3 3 3,5 3 1 8 2 3,1 0 0 3 0 1,0 1 1 1 0 0,2 2 2 2 3 6,,Remote,,River,Wildlands,Wolf Clan Dice,Grow,Onyx,4 5 5 5 5 5,4 5 5 3 1 4,5 5 5 5 5 7,4 4 4 4 4 4,3 3 3 3 3 3,1 1 1 8 10 8,3 3 5 1 1 1,0 1 0 1 0 0,0 0 0 0 0 0,,Remote,,Yordana,Classic,Secret Fortune Dice,Resist,Aquamarine,2 3 3 3 3 3,5 4 4 4 2 4,5 5 5 5 5 5,4 4 4 4 5 7,5 5 5 5 5 5,5 3 0 0 2 1,3 4 1 6 1 2,0 1 2 3 4 3,0 0 0 0 0 0
2019-10-18 17:49:23,FuryFriday,Public,10.5,70.32,Prestige,Lost,19,14,5,7,7,4,4,,Remote,AI,Thane,Classic,Trusty Dice,Think,Rubellite,5 9 9 9 9 9 10 7 10 10 10 7 7 7 10,5 1 2 3 3 1 1 4 2 1 3 6 5 5 0,5 5 5 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,4 2 3 3 2 2 2 2 2 2 3 3 1 1 1,3 1 2 0 0 3 3 3 3 5 8 3 3 3 3,0 1 1 2 2 3 4 3 3 3 2 1 1 1 1,0 0 0 0 0 0 0 1 1 1 1 1 1 1 1,6C59D3FCBEF35825,Remote,Remote,Yordana,Classic,Secret Fortune Dice,Resist,Aquamarine,2 2 3 3 3 3 3 5 4 4 4 4 4 4 4,5 5 5 2 4 3 3 6 7 5 6 3 6 6 6,5 5 5 5 6 7 7 9 7 7 8 8 6 6 6,4 4 4 4 4 4 4 3 4 4 4 4 5 5 5,5 5 5 5 5 5 7 5 5 5 5 5 5 5 5,7 7 9 6 5 2 3 5 8 8 6 8 12 16 16,5 7 4 5 0 4 1 2 4 0 0 4 0 3 3,0 0 1 2 2 4 5 5 5 6 5 4 4 4 4,0 0 0 1 1 0 1 1 1 1 1 1 1 0 0,3E368B46D0136FA6,Remote,Remote,Brun,Warlord,Winterfall Dice,Feel,Jade,4 4 4 4 4 4 6 5 4 4 5 5 5 4 4,6 6 5 4 3 6 5 6 2 6 6 6 4 5 5,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 5 3 0 1 1 2 2 0 0 1 1 9 8 8,4 3 3 0 0 4 0 4 4 4 4 0 0 1 1,0 1 0 0 0 0 0 0 1 0 0 1 5 6 6,0 1 2 4 4 4 4 5 6 7 8 9 11 11 11,01599D9DB208B11A,Local,Local,Ghor,The Mighty,Violet Dice,Think,Taaffeite,3 3 3 3 3 3 3 3 3 3 3 4 4 4 4,6 6 6 6 5 5 5 5 4 3 4 4 5 6 6,6 6 6 6 5 5 5 5 5 5 4 4 6 6 6,4 4 4 4 4 4 4 5 5 5 5 5 5 5 5,5 6 5 6 6 5 5 6 6 6 6 6 8 5 5,5 2 7 7 10 6 7 7 11 9 0 2 4 0 0,4 5 3 2 0 1 1 3 3 4 0 7 3 8 8,0 0 0 0 0 1 1 2 2 2 2 3 3 1 1,0 0 2 2 2 3 4 4 4 6 7 7 8 9 9
2019-10-16 21:18:11,StrangerGames,Public,9.5,53.19,Prestige,Lost,17,15,4,7,5,5,7,CFF7858D5D5CC3DA,Remote,Remote,Scarlet,Classic,Secret Fortune Dice,Discipline,Black Opal,4 5 5 5 5 5 5 5 5 5 6,5 4 4 3 3 3 5 5 4 5 5,5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 5 5 5,3 3 3 3 3 3 3 3 3 3 3,5 5 0 0 0 0 1 1 4 2 7,3 1 1 1 1 0 0 3 2 0 0,0 1 1 3 3 6 6 6 8 8 9,0 0 0 0 0 0 0 0 0 0 0,,Remote,AI,Horace,Classic,Ancients' Gambit Dice,Think,Celestite,5 5 5 5 5 5 5 5 5 5 5,6 6 6 6 4 6 6 6 5 5 4,6 6 6 6 6 6 6 6 6 6 6,5 5 6 5 6 5 6 5 6 5 6,2 3 4 3 2 3 2 3 2 3 2,4 2 4 6 7 5 6 6 8 14 16,2 3 0 3 3 2 2 7 7 3 3,0 1 1 1 1 0 0 1 1 1 1,0 0 0 0 0 0 0 0 1 1 1,15C77B623308090F,Remote,Remote,River,Classic,Ancients' Gambit Dice,Scratch,Rubellite,5 5 5 5 5 5 8 8 5 5 5,5 5 5 5 5 6 2 2 6 5 6,5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 5,3 4 4 4 4 4 4 4 4 4 4,7 3 4 4 4 4 3 3 4 4 0,3 3 3 3 3 4 4 4 0 4 4,0 1 1 0 0 1 1 1 0 0 0,0 1 1 2 2 4 4 4 5 5 5,01599D9DB208B11A,Local,Local,Agniya,Classic,Ancients' Gambit Dice,Think,Sulfur,4 4 5 5 5 5 5 5 5 5 5,6 5 6 6 6 4 6 6 7 7 7,6 6 6 6 6 6 6 6 7 7 7,4 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 4 4 4 4 4 4,0 0 1 1 5 3 8 8 10 8 6,3 4 0 0 0 0 0 3 2 0 0,1 2 3 4 4 4 4 4 5 6 1,0 3 4 4 6 6 8 8 11 11 11
2019-10-16 18:12:03,StrangerGames,Public,13.25,70.99,DefeatKing,Lost,14,15,4,8,5,7,7,91048D742CA24352,Remote,Remote,Brun,Warlord,Scorched Fury Dice,Resist,Amber,4 4 5 6 5 6 6 7 5 6 5 5 5 7,6 4 3 6 5 6 6 6 6 7 3 7 6 7,6 6 6 6 6 6 6 6 6 7 7 7 7 7,3 3 3 3 3 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3,6 3 0 1 1 3 0 1 0 2 2 4 6 6,3 3 2 0 0 2 4 2 2 2 2 0 0 0,3 0 1 0 0 1 0 0 0 1 0 0 0 0,0 1 2 2 2 4 4 4 4 4 5 5 5 5,1FF150CA7DAD48CF,Remote,Remote,Twiss,Classic,Pride's Destiny,Think,Pink Topaz,3 4 4 4 4 4 6 4 5 5 5 5 5 5,4 4 3 3 3 5 1 5 2 5 4 4 6 6,4 4 4 4 5 5 5 5 5 5 6 6 6 6,6 6 6 8 6 6 5 6 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 5 4 4 4,1 1 1 1 2 2 1 1 11 11 12 10 8 6,6 1 2 2 4 5 5 1 1 1 0 5 0 2,0 0 0 0 1 0 0 0 5 3 0 1 0 0,0 4 4 5 6 6 6 6 6 6 6 6 7 7,01599D9DB208B11A,Local,Local,Oxana,Classic,Lunar Dice,Feel,Tremolite,5 5 5 5 5 5 5 5 6 6 6 6 6 6,5 5 3 3 5 5 3 5 6 4 3 4 4 4,5 5 5 5 5 6 6 6 6 6 6 8 6 6,4 4 4 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 4 6 4 4 4,1 1 2 2 3 3 5 5 3 5 4 4 3 3,3 1 0 1 1 4 0 0 0 2 0 0 0 4,0 1 0 1 1 2 3 3 4 6 4 3 3 3,1 1 1 1 2 2 2 2 2 2 2 2 1 1,9A7281E8C9D692C6,Remote,Remote,Agniya,Classic,Wickedweave Dice,Resist,Sulfur,4 4 4 4 4 4 4 6 4 5 5 5 5 5,6 6 6 4 4 6 7 7 7 7 7 7 3 4,6 6 6 6 6 7 7 7 7 7 7 7 8 8,3 5 4 4 4 4 4 3 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 0 2 6 8 4 7 5 9 6 7 5 12 8,2 0 2 0 0 3 0 1 1 3 2 3 0 3,0 0 1 4 4 5 5 6 6 7 6 8 12 0,0 0 0 0 1 0 0 2 1 3 3 3 3 1
2019-10-16 16:50:45,StrangerGames,Public,1,10.5,None,DidNotFinish,19,14,5,7,5,4,6,,Remote,,Fang,Classic,Wickedweave Dice,Think,Rubellite,6,4,5,4,2,0,2,0,1,,Remote,,Sargon,Veil Lord,Rot Dice,Feel,Tanzanite,3,4,4,5,5,3,0,3,1,,Remote,,Oxana,Classic,Dragon Clan Dice,Scratch,Firestone,6,6,6,4,2,6,2,0,0,,Local,,Elyssia,Classic,Rabbit Clan Dice,Sprint,Spinel,3,5,5,5,3,3,3,0,0
2019-10-12 09:08:26,FuryFriday,Public,9,39.45,Prestige,Lost,19,14,7,7,5,4,4,A6DC059D6A126A02,Remote,Remote,Sylas,Classic,Abbot's Eye Dice,Think,Serendibite,5 6 6 6 7 7 7 7 9,5 5 4 2 6 6 4 6 6,5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 4 3,3 3 3 3 3 3 3 3 3,3 1 0 0 2 2 0 0 0,1 3 3 3 1 0 0 1 0,0 1 1 3 3 3 4 4 5,0 1 2 0 0 0 0 0 0,7ECE8E2EA4BDD2AF,Remote,Remote,Scarlet,Classic,Royal Dice,Discipline,Pink Topaz,4 5 5 5 5 5 5 5 5,5 5 4 5 5 5 4 6 1,5 5 5 5 5 5 6 6 6,4 4 4 4 4 4 5 4 5,5 3 3 3 3 3 3 4 3,4 4 1 1 4 2 9 9 14,0 8 5 3 1 3 0 2 2,0 1 1 0 0 0 5 4 3,0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Brun,Classic,Star Teller Dice,Think,Amethyst,5 4 6 4 4 6 5 9 6,6 6 6 6 6 6 1 3 7,6 6 6 6 6 6 6 6 7,4 4 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4,4 0 0 0 0 0 1 3 3,1 3 1 2 1 3 1 0 0,0 1 2 1 0 0 0 0 0,0 0 0 3 6 7 7 10 10,A900CA4BB1964579,Remote,Remote,Agniya,Classic,Dancing Dragon Dice,Scratch,Tremolite,5 6 6 6 6 6 7 7 7,6 5 5 3 5 6 6 3 6,6 6 6 6 6 6 6 6 6,3 3 3 3 4 4 4 4 4,3 3 3 3 3 3 3 3 3,1 1 1 1 2 2 1 1 0,0 3 1 1 1 0 3 3 3,0 1 2 3 4 4 2 2 0,1 1 1 2 2 2 2 2 2
2019-10-12 00:00:21,FuryFriday,Public,11,40.44,None,DidNotFinish,19,14,6,6,5,5,5,,Remote,,Fang,Classic,Secret Fortune Dice,Spoil,Rubellite,9 9 10 9 6 6 7 7 7 7 9,3 2 2 2 5 4 4 4 5 5 4,5 5 5 5 5 5 5 5 5 5 5,3 4 3 4 4 4 4 4 4 4 3,2 2 2 2 2 2 2 2 2 2 2,0 0 0 0 5 5 2 2 1 6 7,2 0 0 2 2 2 2 2 0 2 0,0 1 1 2 1 3 4 4 3 3 3,3 3 4 4 4 5 5 5 6 6 6,,Remote,,Sana,Classic,Classic Dice,Discipline,Amethyst,2 2 2 2 2 2 2 2 2 2 2,6 2 3 6 4 5 4 6 5 6 5,6 6 6 6 6 6 6 6 6 6 6,3 3 4 4 4 4 4 4 4 4 4,5 5 5 5 5 5 6 6 6 6 6,3 0 1 0 2 2 0 0 10 10 12,4 5 2 1 1 1 1 8 6 0 1,0 0 0 1 1 1 1 1 7 6 6,0 1 1 1 2 2 2 3 5 5 5,,Local,,Brun,Classic,Coffee Dice,Think,Amethyst,5 5 4 4 6 4 6 5 4 4 4,6 4 5 6 6 5 4 4 7 4 1,6 6 6 6 6 7 7 7 7 7 7,4 4 4 4 4 4 4 4 4 4 4,3 4 4 4 4 4 4 4 4 4 4,5 5 6 6 7 9 11 11 13 13 15,3 0 0 4 0 4 2 1 3 4 5,0 1 1 0 0 2 2 2 2 3 3,0 0 0 0 0 1 2 2 3 3 3,,Remote,,Agniya,Classic,Secret Fortune Dice,Ruin,Sulfur,4 4 5 5 6 5 5 5 5 5 5,6 6 6 6 6 5 5 5 6 6 6,6 8 6 6 6 6 6 6 6 6 6,3 3 3 3 2 3 3 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3,4 4 5 3 3 2 3 0 2 2 3,3 1 0 2 2 3 3 3 2 0 0,0 0 0 0 0 0 0 1 0 0 0,1 1 2 3 4 4 5 5 7 9 9
2019-10-11 14:07:32,FuryFriday,Public,10.25,48.34,Prestige,Won,17,14,7,7,5,6,4,BC830024276FE8C2,Remote,Remote,Mercurio,Classic,Cinderstone Dice,Scratch,Black Opal,5 5 6 6 7 7 7 7 7 7 7 7,5 2 3 1 7 7 6 6 5 4 3 8,5 5 6 7 7 7 7 7 7 8 8 8,5 5 5 5 5 5 5 5 5 5 5 5,2 2 4 2 2 2 2 2 2 2 2 2,7 1 2 2 4 5 3 7 8 10 12 14,2 7 2 1 1 2 2 2 1 2 2 2,0 1 4 6 6 6 6 8 9 10 11 0,1 3 4 4 6 6 7 7 9 9 9 9,,Remote,AI,Griotte,Classic,Jester's Ruse Dice,Feel,Black Opal,4 4 4 4 4 4 5 4 4 4 4 4,4 4 4 4 4 4 3 4 3 1 1 1,4 4 4 4 4 4 4 4 4 6 4 4,5 6 6 6 6 6 5 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4,5 2 0 0 2 0 3 0 4 4 0 0,2 2 0 4 4 0 0 4 4 2 2 4,0 0 0 0 0 0 0 0 0 0 0 2,0 0 0 0 0 0 0 0 1 1 1 1,01599D9DB208B11A,Local,Local,Volodar,Classic,Maple Dice,Think,Sulfur,3 6 4 4 4 4 4 4 4 5 5 5,4 4 4 4 4 2 3 3 3 1 1 3,4 4 4 4 4 4 4 4 4 4 4 4,5 4 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 6 6 6 6 8 8,2 3 4 2 1 1 0 0 1 1 3 3,5 3 1 2 0 1 1 3 3 6 0 2,0 1 1 0 0 1 2 2 3 4 4 4,0 2 2 2 2 2 3 3 4 5 5 7,DA7AD203B97C5D8C,Remote,Remote,Agniya,Classic,Summer Solstice Dice,Scratch,Sulfur,5 6 6 6 6 6 6 6 6 6 6 6,6 6 6 4 1 2 2 7 7 4 1 1,6 6 6 6 6 7 7 7 7 7 7 7,3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3 3,7 3 6 4 6 11 11 9 13 13 15 15,3 1 1 0 0 1 1 0 0 3 3 3,0 0 0 0 0 1 2 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0
2019-10-10 22:21:17,ClassicMultiplayer,Public,13.75,71.86,Rot,Won,19,13,4,6,6,6,6,E9B4982D02738925,Remote,Remote,Zosha,Classic,Classic Dice,Feel,Obsidian,5 5 5 5 5 6 5 5 5 5 5 5 5 5,6 4 4 3 4 4 4 3 3 4 5 4 5 5,6 4 4 4 4 4 4 4 5 5 5 5 5 5,4 4 4 4 4 3 4 4 4 4 4 5 5 5,4 4 4 4 6 6 6 6 6 6 6 6 5 5,3 0 2 2 4 3 1 1 3 1 3 3 3 3,2 1 1 2 2 1 1 2 1 0 0 6 7 5,0 1 1 1 1 1 1 1 2 2 0 1 1 1,0 0 0 0 0 0 0 0 1 1 1 0 0 0,668DBA9747DE1DB0,Remote,Remote,Scarlet,Classic,Scholar's Instrument Dice,Think,Celestite,4 5 5 5 5 5 5 5 5 5 5 5 5 5,7 5 5 4 4 4 5 5 5 5 5 5 2 5,7 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 5 5 6 6 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 3 3,2 0 2 0 0 0 1 0 4 4 5 7 15 15,2 0 0 1 0 7 5 3 1 2 0 1 1 6,0 2 2 1 0 0 0 0 1 1 0 0 1 0,0 0 0 0 0 0 0 0 0 0 1 1 1 2,141253E707DA0E7A,Remote,Remote,Hargrave,Classic,Morning Star Dice,Feel,Spinel,5 6 6 6 6 6 6 6 6 6 6 6 6 6,5 5 5 4 4 1 4 2 2 2 3 2 6 5,5 5 5 5 5 5 5 5 6 6 6 6 6 8,4 4 4 4 4 4 4 4 4 4 4 5 5 5,3 3 3 4 4 4 4 4 4 4 4 4 4 4,8 7 6 2 0 0 1 1 4 4 7 6 7 9,2 3 1 3 0 3 3 4 2 2 0 5 3 2,0 1 1 0 1 1 0 0 1 1 5 6 6 6,0 0 0 0 0 1 2 2 3 3 3 3 3 0,01599D9DB208B11A,Local,Local,Yordana,Classic,Gallows' Eve Dice,Resist,Taaffeite,2 2 2 2 2 2 2 2 2 2 2 2 2 2,4 5 4 5 1 1 5 3 1 1 5 5 4 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 7 7 7 7 7 7 7 7,5 5 5 5 5 7 6 6 6 6 6 6 6 6,3 3 0 0 1 1 2 2 2 2 3 4 1 1,1 4 3 0 0 1 1 0 0 3 3 0 0 6,1 0 0 0 1 2 2 2 2 2 0 4 4 0,0 0 0 2 3 4 4 10 11 11 12 12 12 12
2019-10-10 14:39:31,ClassicMultiplayer,Public,4.5,30.65,None,DidNotFinish,20,14,5,5,5,5,6,,Remote,,Zosha,Classic,Cinderstone Dice,Soak,Ruby,5 5 5 7 5 6,5 7 4 5 5 4,5 7 5 5 5 5,4 5 5 4 5 5,3 3 3 4 4 4,4 4 3 2 5 6,1 1 1 1 1 2,0 0 0 4 4 5,0 0 0 0 0 0,,Remote,,Ghor,Classic,Secret Fortune Dice,Think,Taaffeite,3 3 4 3 3 3,6 6 6 6 6 2,6 6 6 6 6 6,4 6 5 6 6 7,5 6 4 5 5 6,2 0 0 1 4 5,1 2 0 1 1 0,0 1 1 2 3 4,0 0 0 0 0 0,,Local,,Twiss,Classic,Viridian Shroud Dice,Soak,Amethyst,3 3 3 3 3 3,5 2 5 5 5 5,5 5 5 5 6 6,5 5 5 5 5 5,4 4 4 5 6 6,1 1 2 2 2 2,3 4 1 6 0 3,0 1 1 2 3 3,1 1 1 3 3 3,,Remote,,Amber,Classic,Secret Fortune Dice,Think,Rainbow Quartz,3 3 4 4 4 4,4 3 5 4 5 6,5 5 5 5 5 6,5 5 5 5 5 5,4 4 4 4 4 4,7 0 2 7 5 3,4 4 1 0 1 1,0 1 1 1 0 1,0 0 2 2 2 2
2019-10-06 14:54:12,ClassicMultiplayer,Public,9.5,49.63,DefeatKing,Lost,20,12,5,5,4,7,7,,Remote,AI,Thane,Classic,Star Teller Dice,Discipline,Celestite,5 5 5 5 5 5 5 5 5 5 5 5,5 3 3 4 5 4 5 5 4 4 3 3,5 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 4 4 4,3 3 4 4 4 4 4 4 4 6 4 4,5 5 2 1 0 0 1 1 0 0 1 1,3 3 1 0 1 2 2 4 2 1 1 4,0 0 0 1 0 0 0 0 0 0 0 0,0 0 1 1 1 1 1 1 1 1 1 1,7F35DFD05C0D9FD3,Remote,Remote,Elyssia,Build Master,Houndsclaw Dice,Scratch,Rainbow Quartz,4 5 7 5 5 5 5 5 6 6 6 6,5 3 2 2 6 4 2 3 2 2 1 1,5 5 5 5 7 5 5 5 5 5 5 5,5 5 4 5 6 6 6 6 6 6 6 6,5 3 3 3 3 3 3 3 3 3 3 3,7 7 8 8 7 3 6 6 9 7 12 12,1 5 1 0 3 3 1 3 1 3 0 6,0 1 1 1 2 2 1 1 2 0 0 0,0 0 0 0 0 1 1 1 1 1 1 2,5478D98AA57E524C,Remote,Remote,River,Wildlands,Abbot's Eye Dice,Scratch,Celestite,5 6 6 6 6 6 6 6 6 6 6 6,5 4 3 4 5 5 5 5 5 5 4 4,5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 5 5 5 5 5 6 6 6,3 3 3 3 3 3 4 4 4 4 4 4,4 1 0 0 0 0 1 1 2 3 0 0,3 3 1 3 0 6 0 4 2 4 1 4,0 2 2 2 4 4 5 5 5 6 9 1,0 0 0 0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Sana,Wyldsinger,Dark Venom Dice,Think,Jade,2 2 2 2 2 2 2 2 2 2 2 2,5 5 2 6 6 7 7 7 5 5 7 7,6 6 6 6 7 7 7 7 7 7 7 7,4 5 5 5 5 5 5 5 5 6 6 6,5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 8 10 10 8 8 3 1 4 1,3 5 1 2 4 0 0 4 1 5 0 3,0 1 1 1 2 1 0 0 0 1 0 0,1 1 1 2 3 6 8 8 8 10 11 11
2019-10-05 17:01:36,ClassicMultiplayer,Public,13.5,76.94,None,DidNotFinish,19,13,6,5,6,7,4,,Remote,,Barnaby,Classic,Rabbit Clan Dice,Favour,Pink Topaz,4 4 5 5 5 5 5 5 5 5 5 5 5 5 5,8 6 6 6 6 6 4 5 6 6 2 6 5 6 4,8 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 5 5 5 5 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,7 7 8 4 10 10 15 15 18 18 18 18 20 20 24,0 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2 2 3 4 3 4 4 4 4 4 5 5 7 7 7,0 0 0 0 0 0 0 0 0 0 1 1 1 2 2,,Remote,,Amber,Classic,Rabbit Clan Dice,Think,Diamond,3 3 3 3 3 3 3 4 4 4 4 4 4 4 4,6 4 3 3 5 6 6 4 4 5 5 6 1 1 6,7 7 5 5 5 6 6 6 6 6 6 6 6 6 6,5 5 6 6 6 7 7 7 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 1 0 1 3 3 6 4 8 8 11 9 9 9 7,2 2 2 0 1 8 3 4 4 4 0 2 1 4 4,0 0 1 1 2 3 5 7 8 9 10 10 10 10 9,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0,,Remote,,Thane,Classic,Heart's Fire Dice,Scratch,Celestite,6 6 6 6 6 6 6 6 7 7 7 7 7 7 7,5 2 5 5 4 5 3 2 5 2 1 5 3 5 4,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 4 4 4 4 4,5 4 2 0 1 1 3 3 10 13 12 12 14 15 17,3 1 1 3 3 3 3 3 3 3 3 4 4 4 3,0 0 1 1 1 0 0 2 3 5 5 4 4 3 3,0 0 1 1 1 1 1 1 1 1 1 1 2 2 1,,Local,,Brun,Classic,Peach Bleed Dice,Think,Amethyst,5 5 5 7 4 4 6 4 4 6 5 6 5 5 5,6 4 5 5 1 6 6 4 6 5 4 6 6 6 5,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 3 4 4 4 4 4 4 4 4 4 4 4,3 3 4 4 4 4 4 4 4 4 4 4 4 4 4,7 6 7 5 7 7 8 8 9 9 12 12 14 14 16,0 2 4 2 3 4 2 5 7 3 1 1 3 4 4,0 0 1 1 2 1 1 1 0 0 0 2 1 1 1,0 0 4 4 4 4 4 4 4 6 6 6 6 6 6
2019-10-04 20:55:19,FuryFriday,Public,11.5,54.09,Prestige,Lost,18,13,5,6,7,7,4,,Remote,AI,Volodar,Classic,Sapphire Shroud Dice,Spoil,Firestone,3 3 3 3 3 3 3 3 3 3 3 4 4 4 4,4 3 3 2 4 3 2 4 4 1 4 4 3 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 4 4 4 4 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 5 5 5 5 7 5 5 5 5,5 1 2 2 5 5 7 7 9 9 10 10 12 16 16,7 3 2 5 5 5 2 3 3 5 1 7 7 5 5,0 0 3 3 3 4 4 3 3 3 4 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,01599D9DB208B11A,Local,Local,Nazar,Classic,Dew Dice,Think,Sulfur,4 4 4 4 4 4 4 4 5 5 5 5 5 5 5,4 4 4 4 4 2 4 4 4 4 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 5 5 5 5 5 5 5 5 7 5 5,2 2 3 3 0 0 3 3 4 4 8 2 4 4 4,4 1 1 1 1 4 6 2 0 5 5 5 2 7 7,1 1 2 0 1 2 1 1 1 1 2 0 1 1 1,3 3 3 4 4 5 5 6 6 7 8 9 10 10 10,EEEB37E373396597,Remote,Remote,Oxana,Classic,Winter Dice,Feel,Sulfur,5 6 6 6 6 6 6 6 7 7 7 7 7 7 7,5 5 5 5 5 5 5 5 3 5 5 5 5 5 5,5 5 5 5 5 5 5 5 5 7 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 1 2 2 1 2 2 2 0 0 4 3 0 0 0,2 3 2 1 1 2 2 0 0 1 0 2 1 0 0,0 1 1 1 1 2 4 4 6 6 7 7 9 10 10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,Remote,AI,Zosha,Classic,Ancients' Gambit Dice,Discipline,Ruby,5 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 1 4 4 4 1 1 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,4 1 3 3 5 5 6 6 5 4 9 9 14 14 14,3 2 2 3 3 3 3 3 3 5 5 3 3 3 3,0 1 0 0 0 0 0 1 0 0 0 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 2 2
