Date,Game Mode,Match Mode,Turns,Duration,Victory Type,Local Outcome,Plains,Forests,Dungeons,Mountains,Settlements,Swamps,StoneCircles,P1 Steam ID,P1 Init Type,P1 End Type,P1 Hero,P1 Hero Skin,P1 Dice Skin,P1 Amulet,P1 Ring,P1 Fight,P1 Health,P1 Body,P1 Wits,P1 Spirit,P1 Gold,P1 Magic,P1 Prestige,P1 Rot,P2 Steam ID,P2 Init Type,P2 End Type,P2 Hero,P2 Hero Skin,P2 Dice Skin,P2 Amulet,P2 Ring,P2 Fight,P2 Health,P2 Body,P2 Wits,P2 Spirit,P2 Gold,P2 Magic,P2 Prestige,P2 Rot,P3 Steam ID,P3 Init Type,P3 End Type,P3 Hero,P3 Hero Skin,P3 Dice Skin,P3 Amulet,P3 Ring,P3 Fight,P3 Health,P3 Body,P3 Wits,P3 Spirit,P3 Gold,P3 Magic,P3 Prestige,P3 Rot,P4 Steam ID,P4 Init Type,P4 End Type,P4 Hero,P4 Hero Skin,P4 Dice Skin,P4 Amulet,P4 Ring,P4 Fight,P4 Health,P4 Body,P4 Wits,P4 Spirit,P4 Gold,P4 Magic,P4 Prestige,P4 Rot
2018-08-11 13:18:27,BrawlMultiplayer,Public,14,60.2,Prestige,Lost,20,13,4,6,6,5,6,7.65611980091019E+016,Remote,Remote,Barnaby,Classic,Smog Shroud Dice,Scratch,Pink Topaz,5 5 5 5 5 5 5 6 6 6 6 6 6 6 6,6 6 4 4 4 5 5 4 5 6 4 7 7 7 7,6 6 6 6 6 6 6 6 6 6 6 7 7 7 7,4 4 5 5 5 5 5 5 5 5 5 6 6 6 6,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,6 3 3 0 2 3 8 8 8 6 3 1 3 0 0,2 2 2 2 2 0 0 2 2 2 2 2 0 2 2,0 0 1 1 1 1 2 5 2 2 6 8 7 8 8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.65611982984518E+016,Remote,Remote,Thane,Classic,Scholar's Instrument Dice,Scratch,Moonstone,6 6 7 7 7 7 7 8 8 8 8 8 8 8 8,5 5 5 5 4 6 6 6 6 6 5 2 6 6 6,5 5 5 5 5 6 6 6 6 6 6 6 6 6 6,3 3 3 3 3 3 3 3 3 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,5 3 4 4 6 3 6 4 7 6 8 6 5 2 2,3 3 3 3 5 3 0 3 3 3 3 1 1 2 2,0 0 1 0 0 0 0 1 0 1 0 0 1 1 1,0 0 1 1 1 1 1 1 3 3 3 3 3 3 3,7.6561198100012E+016,Local,Local,Magna,Classic,Peach Bleed Dice,Feel,Onyx,5 8 6 6 8 6 6 6 6 6 6 7 7 7 7,6 6 6 3 3 1 3 6 4 5 6 5 6 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 2 4 4 4 4 5 4 5 4 5 4 5 4 4,3 4 3 4 3 4 3 4 4 5 4 5 5 6 6,4 4 0 2 6 7 8 9 10 9 12 15 21 23 23,3 1 1 2 3 4 2 3 3 2 2 0 0 6 6,0 1 1 2 3 3 3 2 3 4 3 5 6 6 6,0 0 0 0 0 0 0 0 1 1 1 1 1 2 2,7.65611980481056E+016,Remote,Remote,River,Classic,Viridian Shroud Dice,Soak,Celestite,4 6 5 5 5 4 4 4 4 4 4 4 4 4 4,6 6 3 3 6 7 7 7 7 7 4 4 3 3 3,6 6 6 6 6 7 8 7 8 7 7 7 8 8 8,4 3 5 5 5 5 5 5 5 6 6 5 5 6 6,3 3 3 3 3 3 3 6 5 5 4 5 6 5 5,3 2 0 0 2 1 0 0 1 1 2 0 1 5 5,3 1 2 0 0 2 2 0 0 2 4 1 1 4 4,0 0 1 1 0 0 1 1 2 2 1 1 3 3 3,0 0 0 0 0 0 0 0 2 2 5 6 6 6 6
2018-08-11 09:30:02,BrawlMultiplayer,Public,13.75,42.49,Prestige,Lost,15,14,5,8,6,7,5,7.6561197993923E+016,Remote,Remote,Fang,Classic,Map of Beyond Dice,Think,Rubellite,6 7 7 10 7 7 10 10 10 10 10 7 7 7 7,5 5 5 1 5 4 3 3 3 3 1 5 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 5 5 5 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2 2 1 2 0 2 2 1 0 0 1 0 6 6 6,2 2 3 0 0 2 2 2 0 2 2 2 2 3 3,0 1 1 2 1 1 2 4 6 6 7 7 10 11 11,1 1 1 1 1 0 2 0 2 3 3 4 4 6 6,,Remote,AI,Sana,Classic,Map of Beyond Dice,Feel,Jade,2 2 2 4 2 3 3 3 3 3 3 3 4 3 3,6 6 6 6 6 5 2 6 6 5 1 6 5 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 3 4 3 4 4 4 4 4 4 4 4 3 4 4,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 3 4 4 10 8 5 5 6 6 7 7 7 7 7,6 8 8 4 4 6 6 6 8 6 6 6 6 6 6,0 0 1 1 1 2 2 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,7.6561198100012E+016,Local,Local,Ghor,The Mighty,Auburn Dice,Think,Amber,3 4 4 4 4 4 4 4 4 4 4 8 5 5 5,6 5 5 6 6 5 1 6 4 4 1 1 6 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 5 5 5 5 5 5 5 3 5 5 5,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,6 5 7 6 7 7 9 6 7 7 6 5 5 3 3,4 2 2 1 1 4 4 4 3 3 1 2 2 4 4,0 1 1 2 3 3 3 2 2 2 2 3 2 2 2,0 0 0 0 0 0 0 1 1 1 0 0 2 2 2,,Remote,AI,Hargrave,Classic,Willow's Grace Dice,Listener,Emerald,5 6 6 6 6 6 6 6 6 6 6 6 6 6 6,5 5 5 3 4 3 2 2 5 5 5 5 4 4 4,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 5 5 5 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,4 4 3 3 5 5 10 6 13 13 18 18 21 21 21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0 1 2 2 2 2 3 3 2 2 1 1 1 1 1,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
2018-08-08 20:50:38,BrawlMultiplayer,Public,16,72.57,Prestige,Lost,19,15,6,5,6,5,4,9.72821675875167E+016,Local,Local,Barnaby,Classic,Rabbit Clan Dice,Feel,Spinel,6 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6,6 4 4 3 2 2 1 6 6 6 4 4 4 6 5 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 4 4 5 5 6 6 6 5 5 6 6 6 6 6 6 6,3 3 3 3 5 3 3 3 3 3 3 3 5 3 3 3 3,11 11 10 10 11 11 13 13 16 16 23 23 26 26 27 23 23,1 3 3 3 0 0 0 3 3 3 3 7 0 2 5 3 3,0 2 5 6 3 7 5 7 4 6 7 10 5 5 5 8 8,0 0 0 0 0 0 0 0 0 0 1 1 2 3 3 4 4,1.15651783076651E+019,Remote,Remote,Sargon,Classic,Crimson Bleed Dice,Spoil,Tanzanite,3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5,3 2 3 4 3 4 3 5 4 4 3 4 3 4 4 4 4,4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 4,5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5,0 0 3 3 0 0 0 2 3 1 0 0 4 3 4 2 2,1 0 0 3 0 3 3 1 1 3 3 5 0 0 0 1 1,0 1 0 0 0 0 0 1 2 3 3 3 4 4 3 3 3,2 5 5 5 5 7 8 8 8 8 9 11 11 7 11 11 11,7.38387602711437E+018,Remote,Remote,Thane,Classic,Abbot's Eye Dice,Feel,Celestite,5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7,5 3 4 5 4 5 5 5 3 5 4 3 4 5 4 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4,4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 9 11 9 11 11 11 9 11 11 7 7 9 9 15 15 15,4 0 0 2 0 3 3 5 5 0 1 5 1 5 0 3 3,0 1 1 2 3 5 5 6 7 8 8 9 9 10 12 12 12,0 0 0 0 0 0 0 0 1 1 1 1 1 3 3 3 3,7.87433948597701E+017,Remote,Remote,Sana,Wyldsinger,Map of Beyond Dice,Think,Jade,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,6 6 6 4 4 6 4 5 4 5 7 4 5 4 6 5 5,6 6 6 8 7 9 7 7 7 7 7 7 7 7 7 7 7,4 4 4 4 4 4 4 7 5 5 5 5 5 5 5 5 5,7 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7,2 2 0 2 0 0 1 3 1 0 5 7 6 3 4 0 0,3 1 1 2 1 3 1 1 0 2 2 7 8 7 7 7 7,0 0 0 1 2 2 2 3 3 3 3 5 5 5 5 5 5,0 0 0 1 1 2 3 3 4 4 4 4 4 4 4 0 0
2018-08-04 22:34:59,BrawlMultiplayer,Public,14,51.41,Prestige,Lost,18,15,5,6,5,5,6,7.6561198100012E+016,Local,Local,Ghor,Classic,Dancing Dragon Dice,Think,Aquamarine,3 4 4 4 4 4 5 5 5 5 5 5 5 5 5,6 6 6 7 7 7 1 7 6 7 7 6 7 7 7,6 6 6 7 7 7 7 7 7 7 7 7 7 7 7,4 5 5 5 5 5 5 5 5 5 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 2 3 3 1 1 1 1 3 3 5 5 6 8 8,4 3 0 6 4 4 1 4 4 2 0 3 0 0 0,0 1 1 2 3 3 4 3 3 3 4 4 3 5 5,0 0 0 1 1 2 2 2 2 2 2 2 2 2 2,7.65611988478699E+016,Remote,Remote,Elyssia,Classic,Sunken Heart Dice,Scratch,Diamond,4 5 5 5 5 5 6 6 6 6 6 6 6 6 6,5 3 5 5 5 5 5 5 5 5 5 6 6 6 6,5 5 5 5 5 5 5 5 5 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 5 7 5 5 5,3 3 3 4 4 4 4 4 4 4 4 4 4 4 4,6 4 4 5 7 6 8 8 9 9 6 5 2 2 2,3 2 1 1 1 2 3 1 1 2 2 3 0 0 0,0 1 1 1 1 1 3 3 3 4 4 6 5 4 4,0 0 0 0 0 1 0 0 0 0 0 0 0 2 2,7.65611983932269E+016,Remote,Remote,Sylas,Classic,Scholar's Instrument Dice,Scratch,Celestite,6 7 7 7 7 7 7 7 7 7 7 7 7 7 7,5 2 1 1 5 5 4 4 3 5 3 6 5 6 6,5 5 5 5 5 5 5 5 5 5 5 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3 4 4 4 4,3 0 0 1 1 1 4 4 7 7 6 6 12 12 12,3 3 7 6 6 6 6 3 3 3 3 4 3 4 4,0 1 1 2 1 1 1 1 1 1 1 3 6 1 1,0 0 1 1 2 2 2 2 2 2 3 3 4 6 6,7.65611981194282E+016,Remote,Remote,Zosha,Classic,Willow's Grace Dice,Watch,Obsidian,5 5 5 5 5 5 6 6 6 6 6 6 6 6 6,4 3 5 4 5 5 5 5 5 6 6 6 6 4 4,4 4 6 4 5 5 5 5 6 6 6 6 6 6 6,4 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,7 7 4 3 6 6 7 7 9 9 11 17 17 14 14,3 3 1 5 5 3 3 3 3 3 3 3 0 0 0,0 2 2 3 4 4 5 6 6 6 6 7 8 10 10,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
2018-08-04 09:49:43,BrawlMultiplayer,Public,8,51.84,Prestige,Won,19,13,5,6,6,6,5,,Remote,AI,Thane,Classic,Scholar's Instrument Dice,Think,Celestite,5 6 6 6 6 6 6 6 6 6 6 6 6 6 6,5 5 5 4 6 6 5 5 6 1 5 6 4 1 1,5 5 5 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 4 4 4 4 4 4 4 4,4 0 1 1 2 2 1 4 5 5 4 4 5 5 5,3 3 3 3 3 3 3 3 3 4 4 4 5 4 4,0 1 1 2 2 2 2 3 2 1 0 0 0 0 0,0 0 0 0 0 0 0 5 5 6 7 7 7 7 7,,Remote,AI,Amber,Classic,Abbot's Eye Dice,Scratch,Rainbow Quartz,4 5 5 5 5 5 6 5 6 6 6 6 6 6 6,5 3 3 2 5 5 5 5 4 5 5 5 4 4 4,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 5 5 5 4 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,6 5 4 4 5 5 8 4 7 7 4 9 18 16 16,5 4 5 4 5 7 8 5 0 4 5 3 3 4 4,0 1 1 2 2 2 2 4 6 5 5 5 3 4 4,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1,7.65611982362423E+016,Remote,Remote,Twiss,Classic,Ivy Dice,Watch,Celestite,3 3 3 3 3 3 3 3 3 3 3 3 3 5 5,4 4 4 5 5 5 2 5 5 5 5 4 5 5 5,4 4 4 5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 4 4,4 5 5 5 5 5 5 5 5 5 5 6 6 6 6,0 2 1 2 9 13 9 8 7 7 8 8 10 12 12,4 1 1 5 5 9 2 2 0 0 0 3 5 2 2,0 0 1 2 3 5 7 6 6 7 7 8 5 6 6,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1,7.6561198100012E+016,Local,Local,Elyssia,Classic,Violet Dice,Scratch,Spinel,4 4 4 4 4 5 5 5 5 7 5 5 5 5 5,5 5 4 5 5 5 5 5 5 4 4 2 2 2 2,5 5 5 5 5 5 5 5 5 4 4 5 5 5 5,5 5 5 5 5 5 5 5 5 5 6 6 6 6 6,3 3 5 5 5 5 5 5 5 5 5 5 7 5 5,4 3 3 0 0 0 0 0 2 7 8 10 1 1 1,1 3 1 3 2 5 1 3 2 2 8 5 0 2 2,0 0 1 1 2 4 5 6 6 8 8 9 11 11 11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2018-08-04 08:42:14,BrawlMultiplayer,Public,12,44.28,Prestige,Won,16,12,7,8,4,8,5,7.65611980223117E+016,Remote,Remote,Brun,Classic,Sapphire Shroud Dice,Think,Amethyst,4 6 5 5 6 6 6 7 6 10 6 7,6 6 2 3 3 3 6 6 4 3 6 5,6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 5 5 5 5 5 4 5 5,3 3 3 3 3 3 3 3 3 4 4 4,4 1 2 2 0 0 0 0 1 0 2 1,3 5 4 3 1 5 3 3 1 0 2 1,0 0 0 0 1 1 1 1 2 3 0 1,0 0 0 0 0 0 0 1 1 1 1 1,7.6561198100012E+016,Local,Local,Barnaby,Forerunner,Amber Swirl Dice,Think,Emerald,4 5 7 5 5 6 5 5 5 5 5 5,6 6 6 6 7 7 6 3 7 7 6 3,6 6 6 6 7 7 7 7 7 7 7 7,5 5 4 5 5 4 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2,6 4 2 3 5 4 2 1 2 2 1 0,2 2 0 2 2 2 2 2 2 2 0 2,0 1 1 1 2 2 2 2 1 1 0 1,0 0 0 0 0 0 0 0 0 0 0 0,7.65611980636738E+016,Remote,Remote,Thane,Classic,Abbot's Eye Dice,Think,Celestite,5 5 5 6 6 6 6 6 6 6 6 6,5 2 3 4 3 5 5 4 4 6 6 6,5 5 5 5 5 5 5 5 5 6 6 6,4 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 4 4 4 4 4 4,2 0 3 3 10 10 10 7 8 7 10 10,0 0 0 0 0 3 3 3 3 2 2 5,0 1 1 2 3 3 4 5 5 7 5 0,0 0 0 0 0 0 0 0 0 0 0 1,7.65611980307619E+016,Remote,Remote,Zosha,Classic,Ancients' Gambit Dice,Resist,Ruby,5 5 5 5 6 6 6 6 6 6 6 6,2 2 2 1 4 4 4 2 4 4 3 4,4 4 4 4 4 4 4 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3,3 0 1 1 2 2 1 1 0 0 1 1,1 3 2 1 1 7 2 3 0 0 0 0,1 1 1 1 1 1 1 1 0 0 0 0,0 0 0 0 1 1 1 0 0 0 0 0
2018-08-01 18:32:14,BrawlMultiplayer,Public,12.5,63.54,DefeatKing,Won,15,16,5,8,6,5,5,7.6561198100012E+016,Local,Local,Sylas,Classic,Bloodmist Dice,Think,Black Opal,5 5 5 5 5 5 5 5 5 5 5 5 5,6 6 6 5 6 7 7 7 6 6 8 8 6,6 6 6 6 6 7 7 7 7 7 8 8 8,5 5 5 6 6 6 6 6 6 6 6 6 6,3 3 3 3 3 3 3 3 4 4 4 4 4,2 2 1 1 0 0 0 2 1 3 2 5 7,3 1 1 3 3 2 2 3 0 4 4 4 0,0 1 1 2 2 3 4 4 5 6 6 6 0,0 0 0 0 0 0 0 0 0 0 0 0 1,7.65611982162793E+016,Remote,Remote,Amber,Classic,Willow's Grace Dice,Scratch,Emerald,4 5 5 5 6 8 6 6 6 6 6 6 6,6 6 6 6 6 6 6 6 6 3 3 1 1,6 6 6 6 6 6 6 6 6 6 6 6 6,5 5 5 6 6 6 7 7 7 7 7 7 7,4 4 4 4 4 4 4 4 4 4 4 4 4,5 0 1 1 3 3 3 3 2 2 3 3 8,4 5 3 3 0 4 2 1 0 4 4 2 2,0 2 2 2 5 6 8 8 7 7 6 8 8,0 0 0 0 0 0 0 0 0 0 0 0 0,7.65611982017548E+016,Remote,Remote,Elyssia,Classic,Willow's Grace Dice,Scratch,Spinel,4 5 4 5 5 5 4 4 4 4 5 4 4,6 5 6 6 6 2 7 5 6 6 3 6 5,6 6 6 6 6 6 7 6 6 6 6 6 6,6 8 9 8 8 8 8 9 9 8 8 8 8,5 4 4 4 4 4 4 4 4 5 4 5 5,1 1 0 2 0 3 5 5 7 7 1 1 3,3 5 2 4 8 4 4 4 2 4 4 4 4,0 1 1 1 0 0 0 0 0 0 2 1 1,0 0 0 0 0 0 0 0 1 1 1 1 1,7.6561198126268E+016,Remote,Remote,River,Wildlands,Abbot's Eye Dice,Resist,Celestite,4 4 4 4 4 4 4 4 4 5 5 5 5,8 6 6 6 6 5 7 7 7 7 7 8 8,8 6 6 6 7 7 7 7 7 7 7 8 8,5 6 6 6 6 6 6 6 6 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 3,0 0 1 0 3 3 5 5 8 8 6 6 4,1 3 3 2 1 3 0 3 1 1 1 5 3,0 1 1 1 1 1 1 1 1 4 6 7 7,0 0 0 0 0 0 0 0 1 0 0 0 0
2018-08-01 17:26:03,BrawlMultiplayer,Public,1,15.25,None,DidNotFinish,17,14,6,6,4,7,6,,Remote,,Twiss,Classic,Bear Clan Dice,Dig,Amethyst,3,5,5,6,5,3,6,0,0,,Local,,Scarlet,Classic,Indigo Dice,Feel,Black Opal,4,5,6,5,4,7,4,0,1,,Remote,,Barnaby,Classic,Winter Dice,Listener,Emerald,4,7,7,6,2,6,2,0,0,,Remote,,Sylas,Classic,Willow's Grace Dice,Think,Serendibite,5,7,7,5,3,3,2,0,0
2018-07-29 11:37:50,ClassicMultiplayer,Public,13.75,96.12,DefeatKing,Won,18,14,5,6,6,6,5,9.72821675875167E+016,Local,Local,Griotte,Classic,Bile Plague Dice,Feel,Tanzanite,4 4 4 4 5 5 5 5 5 5 6 6 6 6,1 2 3 2 1 1 4 4 4 3 5 4 3 1,4 4 4 4 4 4 4 4 4 5 5 5 5 5,5 6 6 6 6 8 6 6 6 6 6 6 6 6,5 5 5 5 7 5 5 5 5 5 5 5 5 5,7 6 5 5 6 6 6 8 4 4 4 8 2 6,3 5 3 4 1 2 2 3 3 3 0 1 1 3,0 1 1 2 3 3 3 3 4 5 7 8 8 0,0 0 0 0 0 0 0 0 0 0 1 1 1 0,1.65406470114372E+019,Remote,Remote,Brun,Classic,Willow's Grace Dice,Discipline,Jade,4 4 4 7 6 5 5 5 5 6 5 5 5 5,6 6 4 4 3 3 6 6 5 6 2 6 6 2,6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 3 3 4 4 4 4 4 4 4 4 4 5 5,3 3 3 3 3 3 3 3 3 4 4 4 4 4,3 1 2 2 3 3 3 0 1 0 6 3 3 0,3 3 4 0 3 1 1 3 0 0 0 0 0 4,0 0 0 2 0 0 2 2 2 3 4 4 7 10,0 0 0 0 0 0 0 0 0 0 0 0 0 0,8.5992227089103E+018,Remote,Remote,River,Classic,Sunken Heart Dice,Discipline,Onyx,4 4 4 4 4 4 4 4 4 4 6 4 4 4,7 5 3 5 5 5 5 7 5 4 5 3 2 5,7 5 5 5 5 5 5 7 5 5 5 5 5 5,4 5 5 5 5 5 5 5 5 5 4 6 6 6,3 3 3 3 3 3 3 3 3 4 4 4 4 4,4 3 1 0 2 1 4 2 4 2 4 5 4 3,1 4 0 0 0 2 0 1 1 2 0 3 2 4,0 1 1 0 0 0 1 1 1 2 0 2 5 4,1 1 1 1 1 1 1 1 1 1 1 2 3 3,6.59521280485572E+018,Remote,Remote,Scarlet,Classic,Labour Day Dice,Think,Celestite,4 4 4 4 4 6 4 4 6 6 6 5 5 5,4 4 4 5 4 5 5 6 5 6 3 7 7 6,5 5 5 5 5 5 5 6 6 6 6 7 7 6,5 5 6 6 6 5 6 6 6 6 6 6 6 7,3 3 4 4 6 3 3 3 3 3 3 3 3 3,5 6 8 8 9 6 5 9 14 14 11 6 5 4,3 1 1 4 0 6 1 0 0 0 0 3 3 0,0 0 1 1 1 2 4 4 4 3 0 0 0 0,0 0 0 1 2 4 4 4 4 4 4 4 5 9
2018-07-29 01:46:43,ClassicMultiplayer,Public,16,87.92,DefeatKing,Lost,18,14,6,5,4,7,6,9.72821675875167E+016,Local,Local,Zosha,Classic,Ancients' Gambit Dice,Soak,Turquoise,5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6,5 4 4 3 6 6 4 6 4 6 6 5 3 1 6 6,5 5 6 6 6 6 8 6 6 6 6 6 6 6 6 6,4 5 6 6 6 6 6 6 6 6 6 6 6 8 6 6,3 3 3 3 3 3 3 3 3 3 3 3 5 3 3 3,2 0 2 2 3 0 1 1 2 2 0 0 1 1 2 2,3 6 1 0 0 3 1 0 0 0 0 3 0 2 2 3,0 1 2 2 1 1 2 2 2 3 3 3 3 3 2 2,0 0 0 0 0 0 0 2 2 3 3 3 3 3 3 3,1.23642390462138E+019,Remote,Remote,Magna,Classic,Dancing Dragon Dice,Listener,Celestite,5 6 6 6 6 6 6 6 6 6 7 7 7 7 8 8,6 4 4 3 4 4 2 3 3 5 4 4 6 6 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,3 3 3 3 4 4 4 4 4 4 4 4 4 4 3 3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2 0 7 6 7 5 1 0 1 1 2 2 3 0 0 0,0 2 0 2 2 2 2 2 1 0 0 2 2 2 2 1,0 1 1 1 2 2 2 2 2 2 2 2 0 0 0 0,0 0 0 0 0 0 1 1 1 1 1 2 3 3 4 4,3.76354579369525E+018,Remote,Remote,Scarlet,Classic,Druid's Promise,Feel,Celestite,4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5,5 5 2 2 2 4 5 5 4 4 3 3 4 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 5 6 5 6 5 5 5 5 8 6 6 6 6 6 6,4 6 5 6 5 5 5 5 5 5 5 5 7 5 5 5,5 1 5 6 8 5 7 8 12 12 16 16 0 0 1 0,6 3 1 6 0 3 2 2 0 2 2 4 0 0 1 4,1 2 3 3 5 6 3 3 3 4 4 4 4 4 4 5,0 0 0 0 2 2 2 2 2 3 4 5 7 10 10 10,1.72368431602162E+018,Remote,Remote,Fang,Classic,Sunken Heart Dice,Listener,Celestite,6 7 7 7 7 7 7 7 7 7 7 7 9 8 8 8,4 3 3 2 5 5 6 2 6 2 6 3 2 6 3 6,5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 3,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1 1 2 2 0 0 3 3 4 4 6 4 5 5 8 12,0 2 0 1 1 4 3 2 2 2 2 2 2 0 0 2,0 1 1 1 0 1 1 2 1 3 2 2 3 4 4 3,0 0 2 3 3 3 3 3 3 6 6 6 8 9 11 11
2018-07-28 16:55:42,ClassicMultiplayer,Public,11.5,69.51,Prestige,Won,15,14,5,8,6,7,5,9.72821675875167E+016,Local,Local,Scarlet,Classic,Bloodstone Fire Dice,Scratch,Celestite,5 5 5 5 5 5 5 7 5 5 5 5,4 1 5 3 3 3 6 3 6 6 6 3,5 5 5 5 6 6 6 6 6 6 6 6,4 5 5 5 5 5 6 5 6 6 6 6,3 3 3 3 3 3 3 3 3 3 3 3,5 1 3 3 6 6 2 4 8 6 5 5,3 3 3 3 0 0 0 1 1 3 1 3,0 2 5 5 6 6 8 10 7 5 5 6,0 0 0 0 0 0 0 0 0 0 0 0,1.65406470114372E+019,Remote,Remote,Brun,Classic,Dancing Dragon Dice,Discipline,Jade,4 5 4 5 5 6 5 7 6 6 6 5,6 6 6 6 5 5 6 6 6 6 3 3,6 6 6 6 6 6 6 6 6 6 6 8,3 3 4 4 4 4 4 5 5 5 6 5,3 3 3 3 3 3 3 3 3 3 6 5,5 4 3 1 1 1 1 0 1 1 2 2,3 1 4 2 2 1 1 3 1 0 0 3,0 0 1 1 3 3 1 2 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0,1.33607780938278E+019,Remote,Remote,River,Classic,Abbot's Eye Dice,Resist,Chrysocolla,4 4 4 5 5 5 5 5 6 6 6 6,4 3 4 4 5 5 5 5 5 4 3 3,5 5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3,2 0 2 2 1 1 0 0 3 2 6 6,2 3 3 0 0 3 1 4 0 1 1 3,0 1 0 1 1 1 2 3 3 5 2 2,0 0 0 0 0 0 0 0 0 1 1 1,9.40877060087786E+018,Remote,Remote,Thane,Classic,Dancing Dragon Dice,Think,Onyx,5 5 5 5 5 5 5 5 5 5 5 5,5 5 5 4 5 5 1 5 5 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5,4 6 6 6 6 8 6 6 6 6 6 6,3 3 3 3 4 4 4 4 4 4 4 4,2 2 0 0 2 4 6 6 6 8 12 13,3 1 1 1 0 1 1 1 1 4 2 3,0 1 1 1 2 3 8 7 5 4 4 0,0 0 0 0 0 0 0 0 0 0 0 1
